contest,pref_voter_id,serial_number,tally,precinct,vote_rank,candidate,over_vote,under_vote
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015620,0000004,Vote by Mail - 400C,200100,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015621,0000004,Vote by Mail - 400C,200100,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015621,0000004,Vote by Mail - 400C,200100,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015621,0000004,Vote by Mail - 400C,200100,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015622,0000004,Vote by Mail - 400C,200100,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015622,0000004,Vote by Mail - 400C,200100,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015622,0000004,Vote by Mail - 400C,200100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015623,0000004,Vote by Mail - 400C,200100,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015623,0000004,Vote by Mail - 400C,200100,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015623,0000004,Vote by Mail - 400C,200100,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015624,0000004,Vote by Mail - 400C,200100,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015624,0000004,Vote by Mail - 400C,200100,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015624,0000004,Vote by Mail - 400C,200100,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015625,0000004,Vote by Mail - 400C,200100,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015625,0000004,Vote by Mail - 400C,200100,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015625,0000004,Vote by Mail - 400C,200100,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015626,0000004,Vote by Mail - 400C,200100,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015626,0000004,Vote by Mail - 400C,200100,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015626,0000004,Vote by Mail - 400C,200100,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015627,0000004,Vote by Mail - 400C,200100,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015627,0000004,Vote by Mail - 400C,200100,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015627,0000004,Vote by Mail - 400C,200100,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015628,0000004,Vote by Mail - 400C,200100,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015628,0000004,Vote by Mail - 400C,200100,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015628,0000004,Vote by Mail - 400C,200100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015629,0000004,Vote by Mail - 400C,200100,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015629,0000004,Vote by Mail - 400C,200100,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015629,0000004,Vote by Mail - 400C,200100,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015630,0000004,Vote by Mail - 400C,200100,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015630,0000004,Vote by Mail - 400C,200100,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015630,0000004,Vote by Mail - 400C,200100,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015631,0000004,Vote by Mail - 400C,200100,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015631,0000004,Vote by Mail - 400C,200100,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015631,0000004,Vote by Mail - 400C,200100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015632,0000004,Vote by Mail - 400C,200100,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015632,0000004,Vote by Mail - 400C,200100,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015632,0000004,Vote by Mail - 400C,200100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015633,0000004,Vote by Mail - 400C,200100,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015633,0000004,Vote by Mail - 400C,200100,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015633,0000004,Vote by Mail - 400C,200100,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015634,0000004,Vote by Mail - 400C,200100,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015634,0000004,Vote by Mail - 400C,200100,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015634,0000004,Vote by Mail - 400C,200100,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015635,0000004,Vote by Mail - 400C,200100,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015635,0000004,Vote by Mail - 400C,200100,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015635,0000004,Vote by Mail - 400C,200100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015636,0000004,Vote by Mail - 400C,200100,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015636,0000004,Vote by Mail - 400C,200100,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015636,0000004,Vote by Mail - 400C,200100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015637,0000004,Vote by Mail - 400C,200100,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015637,0000004,Vote by Mail - 400C,200100,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015637,0000004,Vote by Mail - 400C,200100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015638,0000004,Vote by Mail - 400C,200100,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015638,0000004,Vote by Mail - 400C,200100,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000015638,0000004,Vote by Mail - 400C,200100,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020237,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020237,0000005,Vote by Mail - 400C,201000,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020237,0000005,Vote by Mail - 400C,201000,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020238,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020238,0000005,Vote by Mail - 400C,201000,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020238,0000005,Vote by Mail - 400C,201000,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020239,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020239,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020239,0000005,Vote by Mail - 400C,201000,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020240,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020240,0000005,Vote by Mail - 400C,201000,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020240,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020241,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020241,0000005,Vote by Mail - 400C,201000,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020241,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020242,0000005,Vote by Mail - 400C,201000,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020242,0000005,Vote by Mail - 400C,201000,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020242,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020243,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020243,0000005,Vote by Mail - 400C,201000,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020243,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020244,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020244,0000005,Vote by Mail - 400C,201000,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020244,0000005,Vote by Mail - 400C,201000,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020245,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020245,0000005,Vote by Mail - 400C,201000,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020245,0000005,Vote by Mail - 400C,201000,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020246,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020246,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020246,0000005,Vote by Mail - 400C,201000,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020247,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020247,0000005,Vote by Mail - 400C,201000,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020247,0000005,Vote by Mail - 400C,201000,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020248,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020248,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020248,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020249,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020249,0000005,Vote by Mail - 400C,201000,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020249,0000005,Vote by Mail - 400C,201000,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020250,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020250,0000005,Vote by Mail - 400C,201000,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020250,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020251,0000005,Vote by Mail - 400C,201000,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020251,0000005,Vote by Mail - 400C,201000,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020251,0000005,Vote by Mail - 400C,201000,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020252,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020252,0000005,Vote by Mail - 400C,201000,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020252,0000005,Vote by Mail - 400C,201000,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020253,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020253,0000005,Vote by Mail - 400C,201000,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020253,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020254,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020254,0000005,Vote by Mail - 400C,201000,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020254,0000005,Vote by Mail - 400C,201000,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020255,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020255,0000005,Vote by Mail - 400C,201000,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020255,0000005,Vote by Mail - 400C,201000,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020256,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020256,0000005,Vote by Mail - 400C,201000,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020256,0000005,Vote by Mail - 400C,201000,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020257,0000005,Vote by Mail - 400C,201000,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020257,0000005,Vote by Mail - 400C,201000,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020257,0000005,Vote by Mail - 400C,201000,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020258,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020258,0000005,Vote by Mail - 400C,201000,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020258,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020259,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020259,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020259,0000005,Vote by Mail - 400C,201000,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020260,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020260,0000005,Vote by Mail - 400C,201000,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020260,0000005,Vote by Mail - 400C,201000,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020261,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020261,0000005,Vote by Mail - 400C,201000,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020261,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020262,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020262,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020262,0000005,Vote by Mail - 400C,201000,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020263,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020263,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020263,0000005,Vote by Mail - 400C,201000,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020264,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020264,0000005,Vote by Mail - 400C,201000,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020264,0000005,Vote by Mail - 400C,201000,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020265,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020265,0000005,Vote by Mail - 400C,201000,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020265,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020266,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020266,0000005,Vote by Mail - 400C,201000,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020266,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020267,0000005,Vote by Mail - 400C,201000,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020267,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020267,0000005,Vote by Mail - 400C,201000,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020268,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020268,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020268,0000005,Vote by Mail - 400C,201000,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020269,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020269,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020269,0000005,Vote by Mail - 400C,201000,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020270,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020270,0000005,Vote by Mail - 400C,201000,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020270,0000005,Vote by Mail - 400C,201000,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020271,0000005,Vote by Mail - 400C,201000,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020271,0000005,Vote by Mail - 400C,201000,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020271,0000005,Vote by Mail - 400C,201000,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020272,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020272,0000005,Vote by Mail - 400C,201000,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020272,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020273,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020273,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020273,0000005,Vote by Mail - 400C,201000,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020274,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020274,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020274,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020275,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020275,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020275,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020276,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020276,0000005,Vote by Mail - 400C,201000,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020276,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020277,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020277,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020277,0000005,Vote by Mail - 400C,201000,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020278,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020278,0000005,Vote by Mail - 400C,201000,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020278,0000005,Vote by Mail - 400C,201000,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020279,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020279,0000005,Vote by Mail - 400C,201000,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020279,0000005,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020280,0000005,Vote by Mail - 400C,201000,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020280,0000005,Vote by Mail - 400C,201000,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020280,0000005,Vote by Mail - 400C,201000,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000020281,0000005,Vote by Mail - 400C,201000,1,SUSAN WENGRAF,0,0
